NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	GPX6	22	12.435168266296387	0.25346127	Yes	
row_1	GPX5	94	4.084091663360596	0.33252737	Yes	
row_2	PTGIS	252	3.0428354740142822	0.3846147	Yes	
row_3	PTGS1	321	2.8576834201812744	0.4387378	Yes	
row_4	PLA2G4A	323	2.8560292720794678	0.4972167	Yes	
row_5	TBXAS1	810	2.0064878463745117	0.506505	Yes	
row_6	GGT6	1006	1.8393796682357788	0.53143364	Yes	
row_7	CYP2J2	1039	1.8096309900283813	0.5664318	Yes	
row_8	GPX3	1142	1.7343041896820068	0.59529966	Yes	
row_9	GPX2	1265	1.655995488166809	0.62125194	Yes	
row_10	LTA4H	1366	1.6014583110809326	0.6475277	Yes	
row_11	GPX1	1504	1.5351492166519165	0.67002004	Yes	
row_12	PTGES	2241	1.2408745288848877	0.647235	No	
row_13	CBR3	2714	1.0987207889556885	0.6388327	No	
row_14	GPX7	2804	1.0673401355743408	0.65488046	No	
row_15	PTGES2	4815	0.5916395783424377	0.53531724	No	
row_16	CYP2U1	4895	0.5751897692680359	0.54193187	No	
row_17	GGT7	5038	0.5371749997138977	0.5436396	No	
row_18	AKR1C3	5871	0.3676117956638336	0.4966642	No	
row_19	PLA2G4B	5919	0.3555944561958313	0.50087404	No	
row_20	CYP2B6	6157	0.30331888794898987	0.49156386	No	
row_21	ALOX15B	6742	0.20055857300758362	0.45741257	No	
row_22	PTGDS	7376	0.0970003679394722	0.41792807	No	
row_23	GPX4	8887	-0.08524452149868011	0.3207434	No	
row_24	CYP2E1	9544	-0.14835789799690247	0.28080478	No	
row_25	CYP4A11	10113	-0.1935671716928482	0.24755844	No	
row_26	PLA2G5	11046	-0.2607182562351227	0.19184008	No	
row_27	PLA2G2C	12498	-0.38848745822906494	0.104737006	No	
row_28	PLA2G4E	12818	-0.424747496843338	0.09254349	No	
row_29	ALOX15	13277	-0.4828107953071594	0.072433196	No	
row_30	PLA2G12A	13406	-0.5008113980293274	0.0743128	No	
row_31	ALOX5	13407	-0.5009534955024719	0.08458161	No	
row_32	PLA2G6	14434	-0.7067875266075134	0.031848334	No	
row_33	ALOX12	15141	-1.1982505321502686	0.01015506	No	
